MAGIC PREFIX: ShipSurrender_PlayerDemand	Optional cloned name.  If blank, name from column A will be used. (Typical case.)  If not blank, a new interaction will be cloned from column A, using this new name.			Clones template interaction's aInverse, but if there is ANYTHING in this cell, overwrites template aInverse with cell (and replaces magic prefix).  Entries use pipe | as separator. (Commas optionally used in each entry e.g. Name,[us],them].)  eg. STKTemplate_Intro_Allow_Friendly, STKTemplate_Intro_Allow_Criminal -> PREFIX_Intro_Allow_Friendly, PREFIX_Intro_Allow_Criminal	S			Clones loot_stk_template, then adds aCOs or aLoots:  aCOs,TestCond=1.0x1,aLoots,TestLoot=0.5x1		Clones contrigs_stk_template, then adds aReqs or aForbids:  aReqs,string,string aForbids,string,string		Common overrides: fForcedChance, 1 PSpecTestThem, YOUR_TEST_HERE, bHumanOnly, true, bRandomInverse, false etc	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_Allow_500k	Give $500k	Here's $500k.	STKShipSurrender_PlayerDemand_Exit_Truce| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x45	aCOs, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive500k	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_Allow_100k	Give $100k	Here's $100k.	STKShipSurrender_PlayerDemand_Exit_Truce| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x23	aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive100k	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_Allow_50k	Give $50k	Here's $50k.	STKShipSurrender_PlayerDemand_Exit_Truce| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x23	aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive50k	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_Allow_10k	Give $10k	Here's $10k.	STKShipSurrender_PlayerDemand_Exit_Truce| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x46, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive10k	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_Allow_Beg	Beg	Please, I don't have any money!	STKShipSurrender_PlayerDemand_Exit_Truce| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_Deny				aCOs, StatPrivacy=1.0x12, StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x90, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_Allow_Deny	Not Good Enough	Not good enough.	STKShipSurrender_PlayerDemand_Intro_Deny_DcPrivacyBad| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_ScuttleThreat| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_1M| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_500k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_100k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_50k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_10k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_Beg| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchBoarding| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCER| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCRS				aCOs, StatPrivacy=1.0x23	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_SwitchArrestBCER	Switch Arrest GalCon	What if I agree to be arrested instead?	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrest_AllowBCER| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrest_AllowBCRS| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Switch_Deny				aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, ShipTestUs, BCER_Prisoner	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_SwitchArrestBCRS	Switch Arrest CCRE	What if I agree to be arrested instead?	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrest_AllowBCER| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrest_AllowBCRS| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Switch_Deny				aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, ShipTestUs, BCRS_Prisoner	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_SwitchBoarding	Switch Boarding	What if I let you board my ship instead?	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Switch_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Switch_Deny				aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_Switch_Deny	Not Good Enough	Not good enough.	STKShipSurrender_PlayerDemand_Intro_Deny_DcPrivacyBad| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_ScuttleThreat| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_1M| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_500k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_100k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_50k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_10k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_Beg| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchBoarding| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCER| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCRS				aCOs, StatPrivacy=1.0x23	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_Allow	Allow Boarding	Very well. Standing down and preparing for boarding.		Success	3	Y	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, LootCTsUs, CMDComeHere	
Intro_Deny_Friendly	Gambit_DemandBoarding_Deny_Friendly	Deny Boarding Friendly	This is how you treat friends?	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_Friendly_Deny| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_Friendly_Allow				aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23	aCOs, StatPrivacy=1.0x23, StatFamily=1.0x23			strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 1, PSpecTestThem, RELCloseNotEnemy	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_Deny_Friendly_Deny	Betray Them	Only friends with stuff I want.	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_Friendly_Deny_Reply				aCOs, StatPrivacy=1.0x12, StatFamily=1.0x23	aCOs, StatPrivacy=1.0x23, StatFamily=1.0x23			strActionGroup, Ship, fTargetPointRange, 0	Forced if Treacherous
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_Deny_Friendly_Allow	Let Them Go	You're right, sorry! You are free to go.		Success	3	Y	aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x23, -StatFamily=1.0x23	aCOs, -StatSecurity=1.0x23, -StatFamily=1.0x12			strActionGroup, Ship, fTargetPointRange, 0	Forced if Loyal
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_Deny_Friendly_Deny_Reply	Curse Them	You backstabbing son of a bitch.	STKShipSurrender_PlayerDemand_Intro_Deny_DcPrivacyBad,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Allow,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_Friendly,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_ScuttleThreat,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_1M,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_500k,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_100k,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_50k,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_10k,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCER,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCRS,[us],[them]				aCOs, StatPrivacy=1.0x23	aCOs, StatPrivacy=1.0x23, StatFamily=1.0x23			strActionGroup, Ship, fTargetPointRange, 0, strLootRELChangeUsSeesThem, RELEnemyJob	
Intro_Deny_DcMeaningBad	Gambit_DemandBoarding_Deny_ScuttleThreat	Threaten Scuttle	I would rather scuttle than let you on my ship.	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_ScuttleThreat_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_ScuttleThreat_Deny				aCOs, StatPrivacy=1.0x23, -StatSelfRespect=1.0x23	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_Deny_ScuttleThreat_Allow	Let Them Go	Fine. You are free to go.		Success	3	Y	aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x23	aCOs, -StatSecurity=1.0x23, -StatSelfRespect=1.0x12			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_Deny_ScuttleThreat_Deny	Call Their Bluff	You're bluffing.	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_ScuttleDo| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_1M| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_500k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_100k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_50k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_10k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCER| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCRS				aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Deny_DcMeaningBad	Gambit_DemandBoarding_Deny_ScuttleDo	Scuttle Ship	<transmission ends>		Success	3	Y		aCOs, StatSecurity=1.0x23			strActionGroup, Ship, fTargetPointRange, 0, LootCTsUs, CMDScuttle	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_SwitchMoney_1M	Switch Give $1M	What if I give you $1M instead?	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_ScuttleThreat_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Switch_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x90	aCOs, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive1M	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_SwitchMoney_500k	Switch Give $500k	What if I give you $500k instead?	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_ScuttleThreat_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Switch_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x45	aCOs, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive500k	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_SwitchMoney_100k	Switch Give $100k	What if I give you $100k instead?	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_ScuttleThreat_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Switch_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x23	aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive100k	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_SwitchMoney_50k	Switch Give $50k	What if I give you $50k instead?	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_ScuttleThreat_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Switch_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x23	aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive50k	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_SwitchMoney_10k	Switch Give $10k	What if I give you $10k instead?	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_ScuttleThreat_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Switch_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x46, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive10k	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_SwitchArrestBCER	Switch Arrest GalCon	What if I agree to be arrested instead?	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrest_AllowBCER| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Switch_Deny				aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, ShipTestUs, BCER_Prisoner	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_SwitchArrestBCRS	Switch Arrest CCRE	What if I agree to be arrested instead?	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrest_AllowBCRS| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Switch_Deny				aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, ShipTestUs, BCRS_Prisoner	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_SwitchArrest_AllowBCER	Agree to GalCon Arrest	Fine, prepare for escort.		Success	3	Y	aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x23, StatGalileanConfederacyScrip=1.0x2500	aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, LootCTsThem, CMDSurrenderArrestAndDespawn, strFactionScoreChangeLoot, TXTFactionGalCon, fFactionScoreChangeLoot, 30	Teleport crew to OKLG_UNK Delete ship Give StatFactionScrip Add FactionRep
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_SwitchArrest_AllowBCRS	Agree to CCRE Arrest	Fine, prepare for escort.		Success	3	Y	aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x23, StatCCREScrip=1.0x2500	aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, LootCTsThem, CMDSurrenderArrestAndDespawn, strFactionScoreChangeLoot, TXTFactionCCRE, fFactionScoreChangeLoot, 30	Teleport crew to OKLG_UNK Delete ship Give StatFactionScrip Add FactionRep
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandBoarding_Switch_Deny	Not Good Enough	Not good enough.	STKShipSurrender_PlayerDemand_Intro_Deny_DcPrivacyBad| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_ScuttleThreat| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_1M| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_500k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_100k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_50k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_10k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCER| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCRS				aCOs, StatPrivacy=1.0x23	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23			strActionGroup, Ship, fTargetPointRange, 0	
													
CONDITIONS	Defaults: bResetTimer: true, nDisplaySelf: 0, nDisplayOther: 0, fDuration: 0.1, strColor : Neutral												
Name	strNameFriendly	strDesc									Other		
IsSTKShipSurrender_PlayerDemand_AIAccepted	Surrender Accepted	[us] accepted player's surrender demand.									bRELOnly,true,fDuration,1.0		
IsSTKShipSurrender_PlayerDemand_Fail_Cooldown	Refused Already	[us] already refused surrender once.									bRELOnly,true		
CONDITION TRIGGERS													
Name													
													
LOOT													
Name													
													
CONTEXTS													
Name (strName)	strTitle	strMainText											
													
													
CONTEXT LOOT													
Loot + Source	Interactions												
Us - from this spreadsheet													
Us - from elsewhere													
Them - from this spreadsheet													
Them - from elsewhere													
